Data Size,Standard Deviation
5533.0,0.00023168284909860722
5619.0,0.0003795748244800235
5594.0,0.00038536966590675534
5591.0,0.00015180131331801928
5583.0,0.00017586447956472495
5643.0,0.0003451270705386182
5526.0,0.00016553993013239865
5581.0,0.00021894612713179378
5528.0,0.00024609639193837884
5554.0,0.00016911331566339444
5487.0,0.00013878113073973
5584.0,0.00010290339214428348
5501.0,0.00023973510248994427
5477.0,0.00020376712346629867
5507.0,0.00018013779341653356
5519.0,0.00014363397315702838
5559.0,0.00021411012417106476
5505.0,0.0002854498842093558
5488.0,0.0001314306767091515
5546.0,0.00021450865719073095
5545.0,0.0002442990712262148
5500.0,0.00017004562896330057
5471.0,0.0001665141470610874
5517.0,0.00024287244191932304
5532.0,0.0003035518409057894
5482.0,0.00034978122780006133
5590.0,0.0002079683061683477
5599.0,0.0002221928269909673
5548.0,0.0001381650351266288
5587.0,0.0002635343444018063
5549.0,0.00018738674843055177
5564.0,0.00022453210647044173
5580.0,0.00021076016917396335
5511.0,0.00019561755365500114
5558.0,0.00017665517336681622
5612.0,0.00021591031134248067
5571.0,0.00027791112016809167
5626.0,0.0001763332979654868
5635.0,0.00031170508391785976
5604.0,0.00020842874042958283
5566.0,0.00018299918020401587
5535.0,0.00027038532779407096
5607.0,0.0004086734561308919
5603.0,0.00020733032994478176
5475.0,0.00019395881791597913
5514.0,0.00020018891377137098
5541.0,0.00016323775681687774
5569.0,0.00020669966633340503
5525.0,0.0002526681332694069
5523.0,0.00020689369578791588
5486.0,0.00015027544223432154
5530.0,0.00011633426538533178
5434.0,0.00028447597924670246
5551.0,0.00013246986969555152
5427.0,0.0001534817635433084
5538.0,0.0002575808124899011
5490.0,0.0001639825388760665
5582.0,0.000159062519250771
5513.0,0.00030072634843264154
5506.0,0.00015921834813005295
5522.0,0.00020359536893804414
5631.0,0.00010674024608673045
5573.0,0.00020852720821401557
5586.0,0.00015785500812841066
5596.0,6.859894743400218e-05
5462.0,0.00017933990687883503
5601.0,0.00019956403578495587
5597.0,0.00018094821007851424
5621.0,0.00030415031816572786
5567.0,0.00032435730178219987
5563.0,0.00027620929793675304
5598.0,0.00022173792868002427
5565.0,0.00019598075218036251
5613.0,0.00027368276374987343
5520.0,0.00013886055093641878
5483.0,0.00016994448863191994
5457.0,0.00018805374207159347
5474.0,0.00015894260184886404
5472.0,0.00018280097085330522
5620.0,8.871752719218765e-05
5585.0,0.00031422065549129924
5439.0,0.0
5458.0,0.000265131179485041
5509.0,0.00021769949247711298
5401.0,7.700920104980469e-05
5495.0,0.0002146419902063318
5451.0,0.00019795767703195623
5461.0,0.00024260827894525001
5468.0,0.0002706745879323792
5608.0,0.00026143329838837964
5592.0,0.0002706059703899948
5628.0,0.0003653936778773497
5609.0,3.404129752075311e-05
5415.0,2.0265579223632812e-06
5402.0,0.0
5539.0,0.00021500757011628182
5527.0,0.00018267387591105807
5659.0,0.0
5671.0,0.00016465584087031968
5419.0,0.0
5660.0,6.80685043334961e-05
5459.0,8.936520766844373e-05
5493.0,0.00011747825753931587
5453.0,0.00034837560916987226
5450.0,0.00022540361937298614
5421.0,0.00017940998077392578
5452.0,0.00019093237835020964
5634.0,0.0001990299677156236
5593.0,0.0002853420617697505
5467.0,0.0002750568647959335
5667.0,0.0
5666.0,0.00023651123046875
5668.0,0.0
5424.0,0.0002479145890792796
5423.0,0.00021702052963464206
5436.0,0.00015964472940066215
5460.0,0.0002883092429414331
5437.0,0.00016054365847585617
5464.0,0.00030161422289073014
5446.0,0.0004328281765779103
5465.0,0.00016955412622940734
5480.0,0.00030191966259977566
5430.0,0.0
5542.0,0.00036889048240204737
5518.0,0.00022910892306730234
5447.0,7.148326399467053e-05
5432.0,0.0
5456.0,0.001012253630730411
5651.0,0.00030026570262732283
5576.0,0.00012659235164455017
5674.0,0.0
5627.0,0.0002454024269547146
5647.0,0.00028061866760253906
5670.0,0.0
5625.0,0.0001412338315231861
5578.0,0.0002134322068113591
5664.0,0.0
5636.0,0.00013852613124004868
5491.0,0.00018679797456816008
5624.0,0.00026577128045487155
5494.0,0.0002192791146179962
5463.0,0.00021098665553379427
5515.0,0.0002664552162829903
5390.0,0.0
5473.0,0.00015995058073988485
5481.0,0.00019335298030620163
5649.0,9.374042779020397e-05
5675.0,0.00017547607421875
5614.0,0.00016535070859198048
5676.0,0.0003447532653808594
5633.0,0.00017206955516891597
5630.0,0.0003660951393037466
5653.0,0.0002034153176749124
5489.0,0.0001649536160773539
5637.0,0.0003164451328032034
5644.0,5.638599395751953e-05
5639.0,0.0003563184187907495
5418.0,0.00027150509013362394
5476.0,0.00015410337433741043
5478.0,0.00017239696687012065
5650.0,0.0002596904466085188
5629.0,0.00018420904158312354
5438.0,0.0002115208463723936
5440.0,0.0002218615870372486
5340.0,0.0
5425.0,0.0
5428.0,0.000191828773690282
5372.0,0.0
5455.0,0.0001788970987424191
5429.0,5.4836273193359375e-06
5433.0,1.621246337890625e-05
5407.0,0.0
5416.0,0.00020063241284901725
5417.0,8.308887481689453e-05
5502.0,0.0002104413168907197
5408.0,0.0
5449.0,0.00021665707079292492
5404.0,2.7298927307128906e-05
5693.0,0.0
5665.0,9.47713851928711e-05
5657.0,0.0
5397.0,8.52346420288086e-05
5469.0,0.00017482105351583795
5646.0,2.193450927734375e-05
5713.0,0.0
5692.0,0.0
5632.0,0.00014367459459261895
5652.0,0.0001219027146042304
5678.0,0.00012743473052978516
5618.0,0.00019637455777968987
5504.0,0.0002301676416031384
5422.0,0.0
5399.0,8.475780487060547e-05
5431.0,5.4836273193359375e-06
5697.0,0.0001888275146484375
5708.0,0.0
5640.0,0.00016033914228826828
5682.0,0.0
5420.0,1.0013580322265625e-05
5641.0,0.0
5711.0,0.0
5669.0,0.00015432716739438126
5648.0,0.0003732442855834961
5718.0,0.0
5684.0,0.00017511844635009766
5698.0,0.0
5655.0,2.1696090698242188e-05
5663.0,0.0001458974957618589
5688.0,0.0
5393.0,0.0
5411.0,0.000224451420105947
5426.0,0.0
5414.0,0.0
5385.0,0.0
5391.0,0.0
5403.0,5.8860263237103355e-05
5405.0,0.0
5679.0,0.0
5681.0,0.00021755695343017578
5654.0,0.0
5662.0,0.0
5645.0,8.153915405273438e-05
5406.0,0.0
5454.0,0.0
5444.0,0.0
