Metric,Data Size,Standard Deviation
encrypt_time,5660.0,5.0067901611328125e-06
encrypt_time,5459.0,6.055080937957904e-06
encrypt_time,5493.0,7.504089848893792e-06
encrypt_time,5453.0,1.3030311523539225e-05
encrypt_time,5450.0,1.2520114534707756e-05
encrypt_time,5421.0,7.152557373046875e-07
encrypt_time,5452.0,1.281971068580069e-05
encrypt_time,5634.0,1.6966664521407553e-05
encrypt_time,5593.0,3.6255306063214034e-06
encrypt_time,5467.0,5.512664891124117e-06
encrypt_time,5667.0,0.0
encrypt_time,5666.0,2.6226043701171875e-06
encrypt_time,5668.0,0.0
encrypt_time,5424.0,8.80608058088274e-06
encrypt_time,5423.0,2.35347035965978e-06
encrypt_time,5436.0,6.6209466153050485e-06
encrypt_time,5460.0,6.8545711705884395e-06
encrypt_time,5437.0,8.301966355552745e-06
encrypt_time,5464.0,3.585000254863083e-06
encrypt_time,5446.0,0.00019299236604758855
encrypt_time,5465.0,7.203474704206326e-06
encrypt_time,5480.0,3.0906258436391456e-06
encrypt_time,5430.0,0.0
encrypt_time,5542.0,1.608726491568662e-05
encrypt_time,5518.0,3.99108871761631e-06
encrypt_time,5447.0,2.5406467697057373e-06
encrypt_time,5432.0,0.0
encrypt_time,5456.0,1.4283959322338812e-05
encrypt_time,5651.0,2.650571305973535e-05
encrypt_time,5576.0,2.0144407999281863e-05
encrypt_time,5674.0,0.0
encrypt_time,5627.0,1.4251369603994804e-05
encrypt_time,5647.0,3.4570693969726562e-06
encrypt_time,5670.0,0.0
encrypt_time,5625.0,7.94778265990414e-06
encrypt_time,5578.0,1.142012394724097e-05
encrypt_time,5664.0,0.0
encrypt_time,5636.0,3.191448417231947e-05
encrypt_time,5491.0,3.500858400532477e-06
encrypt_time,5624.0,6.6460221329455605e-06
encrypt_time,5494.0,5.328568157232786e-06
encrypt_time,5463.0,6.251842513106964e-06
encrypt_time,5515.0,7.883826850623672e-06
encrypt_time,5390.0,0.0
encrypt_time,5473.0,1.0936008391839576e-05
encrypt_time,5481.0,9.629097106232967e-06
encrypt_time,5649.0,1.3118439335572515e-05
encrypt_time,5675.0,3.5762786865234375e-06
encrypt_time,5614.0,3.7455247662840807e-06
encrypt_time,5676.0,9.894371032714844e-06
encrypt_time,5633.0,1.104976667506922e-05
encrypt_time,5630.0,1.2013995947586629e-05
encrypt_time,5653.0,1.2377116539399538e-05
encrypt_time,5489.0,1.2816584905382448e-05
encrypt_time,5637.0,7.707454373453168e-06
encrypt_time,5644.0,2.7418136596679688e-06
encrypt_time,5639.0,1.1336797168701878e-05
encrypt_time,5418.0,1.1932748656934396e-05
encrypt_time,5476.0,1.0661169261559958e-05
encrypt_time,5478.0,9.531774816153502e-06
encrypt_time,5650.0,1.2915791527741438e-05
encrypt_time,5629.0,1.3393947510898723e-05
encrypt_time,5438.0,7.93271318123055e-06
encrypt_time,5440.0,4.431636403904225e-06
encrypt_time,5340.0,0.0
encrypt_time,5425.0,0.0
encrypt_time,5428.0,5.346958570087484e-06
encrypt_time,5372.0,0.0
encrypt_time,5455.0,3.0763369785246545e-06
encrypt_time,5429.0,5.960464477539062e-07
encrypt_time,5433.0,7.748603820800781e-06
encrypt_time,5407.0,0.0
encrypt_time,5416.0,7.65357061351515e-06
encrypt_time,5417.0,2.2292137145996094e-05
encrypt_time,5502.0,5.7537875501658616e-06
encrypt_time,5408.0,0.0
encrypt_time,5449.0,7.545109938834505e-06
encrypt_time,5404.0,2.1457672119140625e-06
encrypt_time,5693.0,0.0
encrypt_time,5665.0,9.5367431640625e-07
encrypt_time,5657.0,0.0
encrypt_time,5397.0,3.5762786865234375e-06
encrypt_time,5469.0,5.933893104795444e-06
