Data Size,Standard Deviation
4426.0,0.0
64968.0,0.0
48146.0,0.0
4380.0,0.0
9163.0,0.0
66615.0,0.0
17493.0,0.0
3654.0,0.0
4374.0,0.0
20400.0,0.004171078383653424
5499.0,0.0025066192891459622
5466.0,0.002092678758172159
5413.0,0.00016748905181884766
5521.0,0.002665234728919704
5445.0,0.002667909968301238
5470.0,0.002042803457426073
5498.0,0.0020385596383751866
5484.0,0.0015874926565115728
5448.0,0.002926750903570227
5497.0,0.002703840270831272
5441.0,0.001892398682265288
5588.0,0.0021765398175431117
5544.0,0.0024696909228846837
5435.0,0.004767447970268127
5562.0,0.0022057484299537683
5595.0,0.002633287649270026
5442.0,0.0036401900700544867
5547.0,0.003102416509632911
5496.0,0.002488131055702119
5485.0,0.0030604546488543103
5560.0,0.004367676167459928
5572.0,0.0024418708416572084
5550.0,0.0018950904933262127
5510.0,0.002823761121407398
5555.0,0.002540796873727319
5529.0,0.0040904461250639654
5577.0,0.0021717908782765854
5606.0,0.0032114259159374482
5556.0,0.0026686078085108493
5570.0,0.0029535280991407746
5610.0,0.002584688097951236
5524.0,0.0022010967257328606
5512.0,0.00326627893605525
5503.0,0.0035312821676307744
5534.0,0.0033624654334320795
5622.0,0.0026114590075115734
5602.0,0.0023997683997186827
5492.0,0.003100837176976949
5605.0,0.002367305371425413
5561.0,0.0029504426710257685
5443.0,0.002520471566590812
5516.0,0.002079178091887522
5568.0,0.0024985686079753654
5508.0,0.0028957555558611304
5479.0,0.0032648336834995304
5589.0,0.0017282140470126857
5611.0,0.002280875482980516
5557.0,0.003031219745158438
5540.0,0.0020520703470592845
5623.0,0.004260285855512859
5579.0,0.0021796387855896023
5616.0,0.0021657723582575224
5536.0,0.0027982860811558543
5552.0,0.011336001424458144
5600.0,0.0036996540431388984
5543.0,0.0025382188015475927
5537.0,0.0030977288415897863
5575.0,0.002037778210959784
5615.0,0.0032501443529563477
5617.0,0.005396906681590705
5531.0,0.002666974766533093
5553.0,0.0017646421167153996
5574.0,0.0034638466040961386
5533.0,0.0026078392320151916
