Data Size,Standard Deviation
4426.0,0.0
64968.0,0.0
48146.0,0.0
4380.0,0.0
9163.0,0.0
66615.0,0.0
17493.0,0.0
3654.0,0.0
4374.0,0.0
20400.0,0.00031475280012715345
5499.0,0.0013074381476729457
5466.0,0.0009685079032910867
5413.0,0.00014984607696533203
5521.0,0.0012237793329694245
5445.0,0.0005893610826956185
5470.0,0.0006131969012260906
5498.0,0.0005040730091551387
5484.0,0.004550262630600229
5448.0,0.000587637032455557
5497.0,0.0005582082666800607
5441.0,0.0006908823741497744
5588.0,0.0006665904661238601
5544.0,0.0024005605346776753
5435.0,0.0003867044008406093
5562.0,0.0005494516307944239
5595.0,0.0006478993109561089
5442.0,0.0007102333494120387
5547.0,0.00034845057953315284
5496.0,0.0006722480126249755
5485.0,0.0024431046010174417
5560.0,0.002578124001279816
5572.0,0.0012360176644061762
5550.0,0.0015172381176464544
5510.0,0.0022952845494839326
5555.0,0.0005147261515942712
5529.0,0.0013447029553977337
5577.0,0.000978656866636888
5606.0,0.0004753137796902098
5556.0,0.0018500677242328802
5570.0,0.0007427099806064764
5610.0,0.000585082889794576
5524.0,0.008296081910318507
5512.0,0.0015713819396473607
5503.0,0.0006331766625660435
5534.0,0.000792251959992986
5622.0,0.0016207379444198146
5602.0,0.0013301137934585226
5492.0,0.0006243283199552683
5605.0,0.0032228260108175867
5561.0,0.0009522491523218131
5443.0,0.0004670395268852353
5516.0,0.0006595848368584318
5568.0,0.00092024501642429
5508.0,0.001824700795395356
5479.0,0.0005827869814759015
5589.0,0.0017221821903046883
5611.0,0.0005073792022124761
5557.0,0.0005803022549552503
5540.0,0.0015569189513489178
5623.0,0.0006610998355111673
5579.0,0.0008520542754503877
5616.0,0.000503677178802947
5536.0,0.0034634058677256384
5552.0,0.003641480781213337
5600.0,0.0006777548306732976
5543.0,0.001376038975829365
5537.0,0.0011474975929550524
5575.0,0.0023728550713084115
5615.0,0.003663413342589786
5617.0,0.0013776197786651376
5531.0,0.0006735616125745293
5553.0,0.0014636019650080489
5574.0,0.0007097111052032126
5533.0,0.00167916878189878
