Iteration,Data Size (bytes),Encrypt Time (seconds),Sign Time (seconds),Verify Time (seconds),Decrypt Time (seconds),Total Time (seconds)
0,4426,0.0011594295501708984,0.0001513957977294922,0.000274658203125,0.0003840923309326172,0.002193927764892578
1,64968,0.00101470947265625,0.0004565715789794922,0.00048351287841796875,0.0010137557983398438,0.0031647682189941406
2,48146,0.0007884502410888672,0.000354766845703125,0.00037741661071777344,0.0007870197296142578,0.002497434616088867
3,4380,0.0002567768096923828,7.081031799316406e-05,0.00010180473327636719,0.00028777122497558594,0.0008652210235595703
4,9163,0.00030040740966796875,0.00010704994201660156,0.00012493133544921875,0.0003273487091064453,0.001004934310913086
5,66615,0.0009808540344238281,0.0004723072052001953,0.0004918575286865234,0.0010063648223876953,0.0031795501708984375
6,17493,0.0004398822784423828,0.00016736984252929688,0.00019407272338867188,0.00045752525329589844,0.0014507770538330078
7,3654,0.0002589225769042969,6.389617919921875e-05,9.1552734375e-05,0.0002722740173339844,0.0008471012115478516
8,4374,0.0002491474151611328,6.914138793945312e-05,9.34600830078125e-05,0.00027370452880859375,0.0008740425109863281
9,20400,0.0004336833953857422,0.0001709461212158203,0.00019359588623046875,0.00045990943908691406,0.0014595985412597656
10,20400,0.0004794597625732422,0.00023102760314941406,0.00024962425231933594,0.0005090236663818359,0.0019249916076660156
11,20400,0.0004565715789794922,0.0001747608184814453,0.00019550323486328125,0.0004458427429199219,0.0014503002166748047
12,5499,0.00025773048400878906,7.319450378417969e-05,9.703636169433594e-05,0.00027942657470703125,0.0008485317230224609
13,5466,0.00024962425231933594,7.200241088867188e-05,9.751319885253906e-05,0.00028443336486816406,0.0008466243743896484
14,5413,0.0002779960632324219,9.179115295410156e-05,0.00011992454528808594,0.00034546852111816406,0.0010943412780761719
15,5521,0.0002608299255371094,8.20159912109375e-05,0.00010251998901367188,0.0003654956817626953,0.0009877681732177734
16,5445,0.00026297569274902344,7.581710815429688e-05,0.00010037422180175781,0.0002803802490234375,0.0008647441864013672
17,5470,0.00025081634521484375,7.128715515136719e-05,9.679794311523438e-05,0.00028777122497558594,0.0008461475372314453
18,5498,0.00025200843811035156,7.271766662597656e-05,9.632110595703125e-05,0.0003104209899902344,0.000885009765625
19,5484,0.0002574920654296875,9.012222290039062e-05,0.0001010894775390625,0.0002791881561279297,0.0009031295776367188
20,5448,0.0002543926239013672,7.510185241699219e-05,9.894371032714844e-05,0.0002856254577636719,0.0008709430694580078
21,5497,0.0002994537353515625,8.058547973632812e-05,0.00010037422180175781,0.0002911090850830078,0.0009450912475585938
22,5441,0.00026035308837890625,7.581710815429688e-05,9.870529174804688e-05,0.0002875328063964844,0.0008978843688964844
23,5497,0.0002574920654296875,7.534027099609375e-05,9.72747802734375e-05,0.0005514621734619141,0.0012433528900146484
24,5588,0.00028324127197265625,0.0001010894775390625,0.00010824203491210938,0.0002925395965576172,0.0009572505950927734
25,5544,0.0003008842468261719,9.179115295410156e-05,0.0001304149627685547,0.00039315223693847656,0.0011894702911376953
26,5441,0.0002999305725097656,0.0001804828643798828,0.00015616416931152344,0.0004341602325439453,0.0014238357543945312
27,5435,0.0003364086151123047,9.417533874511719e-05,0.00010800361633300781,0.0003352165222167969,0.0011692047119140625
28,5445,0.0002772808074951172,8.678436279296875e-05,0.00011897087097167969,0.0003237724304199219,0.001071929931640625
29,5562,0.00028395652770996094,8.678436279296875e-05,0.0001220703125,0.00031375885009765625,0.0010612010955810547
30,5595,0.0002722740173339844,8.177757263183594e-05,0.00011467933654785156,0.0002903938293457031,0.0010104179382324219
31,5442,0.0002739429473876953,8.034706115722656e-05,0.00011563301086425781,0.0003113746643066406,0.0010497570037841797
32,5470,0.00026297569274902344,8.058547973632812e-05,0.00011396408081054688,0.0003056526184082031,0.001024007797241211
33,5547,0.00028014183044433594,7.748603820800781e-05,0.00011897087097167969,0.0003101825714111328,0.0010461807250976562
34,5496,0.00026702880859375,7.414817810058594e-05,9.72747802734375e-05,0.0002751350402832031,0.0008349418640136719
35,5485,0.00024819374084472656,7.081031799316406e-05,9.417533874511719e-05,0.0002696514129638672,0.0008022785186767578
36,5560,0.00025177001953125,7.081031799316406e-05,9.489059448242188e-05,0.0003285408020019531,0.0008938312530517578
37,5572,0.00026106834411621094,8.034706115722656e-05,0.00010085105895996094,0.0003008842468261719,0.000978708267211914
38,5550,0.0002658367156982422,9.465217590332031e-05,0.00010657310485839844,0.00030040740966796875,0.002251863479614258
39,5510,0.00032329559326171875,0.00010776519775390625,0.00010895729064941406,0.00031447410583496094,0.0010941028594970703
40,5550,0.0002722740173339844,0.00010156631469726562,0.00010919570922851562,0.0002899169921875,0.0009868144989013672
41,5555,0.00025200843811035156,7.367134094238281e-05,9.799003601074219e-05,0.00027561187744140625,0.0008459091186523438
42,5510,0.0002627372741699219,7.152557373046875e-05,9.703636169433594e-05,0.0002751350402832031,0.0008449554443359375
43,5529,0.0002474784851074219,7.128715515136719e-05,9.632110595703125e-05,0.0003063678741455078,0.0008757114410400391
44,5572,0.0002601146697998047,7.62939453125e-05,0.00011658668518066406,0.0002803802490234375,0.0008969306945800781
45,5577,0.00026226043701171875,7.414817810058594e-05,9.775161743164062e-05,0.0002770423889160156,0.0008559226989746094
46,5606,0.000255584716796875,7.462501525878906e-05,0.00010061264038085938,0.00028133392333984375,0.0008714199066162109
47,5556,0.0002529621124267578,7.295608520507812e-05,9.751319885253906e-05,0.00027632713317871094,0.0008478164672851562
48,5570,0.00028586387634277344,8.726119995117188e-05,0.00011348724365234375,0.0003032684326171875,0.0010080337524414062
49,5610,0.0007519721984863281,0.000110626220703125,0.0001246929168701172,0.0003638267517089844,0.0017499923706054688
50,5610,0.00032901763916015625,0.00010132789611816406,0.00012159347534179688,0.0003693103790283203,0.0011706352233886719
51,5524,0.0003490447998046875,0.0001735687255859375,0.00016164779663085938,0.0003342628479003906,0.0013070106506347656
52,5512,0.0002617835998535156,7.62939453125e-05,0.00010085105895996094,0.00027871131896972656,0.0008764266967773438
53,5503,0.00025081634521484375,7.343292236328125e-05,9.703636169433594e-05,0.000274658203125,0.0008368492126464844
54,5534,0.00025010108947753906,7.152557373046875e-05,9.703636169433594e-05,0.0002739429473876953,0.0008325576782226562
55,5622,0.0002713203430175781,7.367134094238281e-05,0.0001010894775390625,0.0002963542938232422,0.0009114742279052734
56,5602,0.0002684593200683594,8.416175842285156e-05,0.000110626220703125,0.0003178119659423828,0.0009753704071044922
57,5492,0.0002663135528564453,7.891654968261719e-05,0.0001010894775390625,0.0002810955047607422,0.0008876323699951172
58,5605,0.0002524852752685547,7.295608520507812e-05,9.822845458984375e-05,0.0002892017364501953,0.0008599758148193359
59,5561,0.00025153160095214844,7.271766662597656e-05,9.822845458984375e-05,0.0002741813659667969,0.0008413791656494141
60,5443,0.00025343894958496094,7.605552673339844e-05,9.918212890625e-05,0.0002925395965576172,0.0008831024169921875
61,5516,0.0002853870391845703,9.632110595703125e-05,0.00012111663818359375,0.0003161430358886719,0.001065969467163086
62,5556,0.0002734661102294922,7.939338684082031e-05,0.00010180473327636719,0.00028133392333984375,0.0008947849273681641
63,5568,0.00024437904357910156,7.319450378417969e-05,9.918212890625e-05,0.00027298927307128906,0.0008342266082763672
64,5544,0.0002567768096923828,7.581710815429688e-05,9.870529174804688e-05,0.00028777122497558594,0.0008790493011474609
65,5508,0.0003116130828857422,9.942054748535156e-05,0.000110626220703125,0.00035762786865234375,0.001132965087890625
66,5479,0.0002770423889160156,8.630752563476562e-05,0.00011134147644042969,0.00035309791564941406,0.0010161399841308594
67,5589,0.0002548694610595703,7.700920104980469e-05,0.00010085105895996094,0.0002875328063964844,0.0008807182312011719
68,5562,0.00027298927307128906,7.963180541992188e-05,0.00010132789611816406,0.00028395652770996094,0.0009062290191650391
69,5611,0.0002675056457519531,7.510185241699219e-05,9.942054748535156e-05,0.0002772808074951172,0.0008761882781982422
70,5557,0.00025153160095214844,7.271766662597656e-05,9.846687316894531e-05,0.0002789497375488281,0.0008628368377685547
71,5540,0.0002732276916503906,7.581710815429688e-05,0.00011229515075683594,0.0003101825714111328,0.0009558200836181641
72,5623,0.00028634071350097656,8.177757263183594e-05,0.0001125335693359375,0.0002944469451904297,0.0009338855743408203
73,5579,0.0002605915069580078,7.891654968261719e-05,0.00010037422180175781,0.0002841949462890625,0.0008950233459472656
74,5616,0.0002505779266357422,7.62939453125e-05,9.894371032714844e-05,0.00026988983154296875,0.0008680820465087891
75,5579,0.000255584716796875,7.414817810058594e-05,9.799003601074219e-05,0.0002815723419189453,0.0010192394256591797
76,5536,0.0003693103790283203,0.0001544952392578125,0.0002422332763671875,0.0005075931549072266,0.0018236637115478516
77,5552,0.0002956390380859375,8.726119995117188e-05,0.00010848045349121094,0.00031685829162597656,0.0010116100311279297
78,5552,0.0003306865692138672,0.00013327598571777344,0.00014090538024902344,0.00033473968505859375,0.0012309551239013672
79,5600,0.0003693103790283203,0.00010228157043457031,0.00012230873107910156,0.0003192424774169922,0.0011799335479736328
80,5543,0.0002751350402832031,8.106231689453125e-05,0.00010514259338378906,0.0002892017364501953,0.0009200572967529297
81,5610,0.0002536773681640625,7.748603820800781e-05,0.00010037422180175781,0.00031638145446777344,0.000926971435546875
82,5600,0.0002951622009277344,9.202957153320312e-05,0.00012111663818359375,0.00030994415283203125,0.001033782958984375
83,5537,0.0002694129943847656,7.939338684082031e-05,9.894371032714844e-05,0.0002827644348144531,0.00089263916015625
84,5595,0.0002524852752685547,7.343292236328125e-05,9.679794311523438e-05,0.0003032684326171875,0.0008776187896728516
85,5610,0.0002524852752685547,7.224082946777344e-05,9.751319885253906e-05,0.0002753734588623047,0.0008418560028076172
86,5575,0.00024890899658203125,7.2479248046875e-05,9.679794311523438e-05,0.0002727508544921875,0.0008306503295898438
87,5572,0.0002491474151611328,7.224082946777344e-05,9.679794311523438e-05,0.00027370452880859375,0.0008370876312255859
88,5615,0.0002484321594238281,7.224082946777344e-05,0.00010609626770019531,0.0002765655517578125,0.0008537769317626953
89,5617,0.00025081634521484375,7.295608520507812e-05,9.870529174804688e-05,0.0002777576446533203,0.0008535385131835938
90,5555,0.00025534629821777344,7.510185241699219e-05,9.822845458984375e-05,0.0002906322479248047,0.0009043216705322266
91,5531,0.00046944618225097656,0.00010156631469726562,0.00011324882507324219,0.00032830238342285156,0.0012836456298828125
92,5553,0.0003390312194824219,0.00011754035949707031,0.0001811981201171875,0.00040078163146972656,0.0013337135314941406
93,5574,0.0002796649932861328,8.273124694824219e-05,0.00010204315185546875,0.00028634071350097656,0.0009183883666992188
94,5615,0.0002684593200683594,8.058547973632812e-05,0.00010395050048828125,0.00029015541076660156,0.0009169578552246094
95,5553,0.0002701282501220703,7.843971252441406e-05,0.00010061264038085938,0.0002853870391845703,0.0009024143218994141
96,5533,0.00025272369384765625,7.295608520507812e-05,9.751319885253906e-05,0.00027561187744140625,0.0008475780487060547
97,5619,0.00026679039001464844,7.772445678710938e-05,0.00010251998901367188,0.00030684471130371094,0.0009493827819824219
98,5594,0.0002536773681640625,8.392333984375e-05,0.00010037422180175781,0.00028014183044433594,0.0008831024169921875
99,5591,0.0002543926239013672,7.486343383789062e-05,9.989738464355469e-05,0.00028014183044433594,0.0008914470672607422
100,5583,0.0002884864807128906,7.963180541992188e-05,0.0001010894775390625,0.0002913475036621094,0.0009493827819824219
101,5588,0.0002646446228027344,8.0108642578125e-05,9.894371032714844e-05,0.00028514862060546875,0.001013040542602539
102,5602,0.00048232078552246094,9.012222290039062e-05,0.00011277198791503906,0.0003287792205810547,0.0013027191162109375
103,5643,0.00030422210693359375,8.96453857421875e-05,0.0001544952392578125,0.0003521442413330078,0.001125335693359375
104,5526,0.0003421306610107422,0.00010466575622558594,0.0001621246337890625,0.00040793418884277344,0.0013165473937988281
105,5581,0.00030517578125,0.00011372566223144531,0.00013828277587890625,0.0004169940948486328,0.0013415813446044922
106,5528,0.0002734661102294922,8.416175842285156e-05,0.00010204315185546875,0.00028252601623535156,0.0009200572967529297
107,5529,0.0002627372741699219,9.131431579589844e-05,0.00010013580322265625,0.0002808570861816406,0.0008955001831054688
108,5533,0.0002510547637939453,7.295608520507812e-05,9.679794311523438e-05,0.0002739429473876953,0.0008382797241210938
109,5554,0.0002491474151611328,7.176399230957031e-05,9.560585021972656e-05,0.0002758502960205078,0.0008463859558105469
110,5540,0.00025773048400878906,7.367134094238281e-05,9.751319885253906e-05,0.0002739429473876953,0.0008575916290283203
111,5487,0.0002582073211669922,7.152557373046875e-05,9.584426879882812e-05,0.0002732276916503906,0.0008425712585449219
112,5584,0.0002415180206298828,7.2479248046875e-05,9.703636169433594e-05,0.0002677440643310547,0.0008287429809570312
113,5501,0.00025916099548339844,7.62939453125e-05,0.00010228157043457031,0.00029277801513671875,0.0009031295776367188
114,5477,0.00028896331787109375,9.250640869140625e-05,0.0001125335693359375,0.0003192424774169922,0.0010304450988769531
115,5507,0.00028228759765625,8.273124694824219e-05,0.00010514259338378906,0.0003638267517089844,0.0010485649108886719
116,5519,0.00035858154296875,0.00015997886657714844,0.00027632713317871094,0.0004410743713378906,0.0016791820526123047
117,5559,0.00030493736267089844,0.00012683868408203125,0.00011444091796875,0.0003001689910888672,0.0011682510375976562
118,5547,0.0002532005310058594,7.486343383789062e-05,9.72747802734375e-05,0.0002727508544921875,0.0008420944213867188
119,5595,0.000247955322265625,7.271766662597656e-05,9.870529174804688e-05,0.000274658203125,0.0008425712585449219
120,5505,0.000247955322265625,7.200241088867188e-05,9.608268737792969e-05,0.0002732276916503906,0.0008335113525390625
121,5488,0.0002422332763671875,7.176399230957031e-05,9.560585021972656e-05,0.0002665519714355469,0.0008299350738525391
122,5577,0.00024962425231933594,7.200241088867188e-05,9.655952453613281e-05,0.0002722740173339844,0.0008337497711181641
123,5562,0.00024890899658203125,7.200241088867188e-05,9.822845458984375e-05,0.0002980232238769531,0.0008809566497802734
124,5616,0.00025582313537597656,9.083747863769531e-05,0.00013685226440429688,0.0003285408020019531,0.0010313987731933594
125,5556,0.00031065940856933594,8.511543273925781e-05,0.00011491775512695312,0.0003037452697753906,0.0010273456573486328
126,5546,0.0003082752227783203,9.274482727050781e-05,0.0001327991485595703,0.000339508056640625,0.0011143684387207031
127,5545,0.0002808570861816406,8.440017700195312e-05,0.00010657310485839844,0.00039768218994140625,0.0011179447174072266
128,5554,0.0003104209899902344,9.226799011230469e-05,0.00011277198791503906,0.0003192424774169922,0.0010485649108886719
129,5479,0.0002942085266113281,0.00013399124145507812,0.00021600723266601562,0.0004591941833496094,0.0015478134155273438
130,5519,0.0002605915069580078,8.273124694824219e-05,0.00010323524475097656,0.00029158592224121094,0.0009467601776123047
131,5562,0.0003535747528076172,0.00011372566223144531,0.0001392364501953125,0.0003712177276611328,0.0012848377227783203
132,5533,0.0004668235778808594,0.00010514259338378906,0.00011730194091796875,0.00030541419982910156,0.0012500286102294922
133,5500,0.00027179718017578125,7.724761962890625e-05,9.989738464355469e-05,0.00027871131896972656,0.0008997917175292969
134,5508,0.00025153160095214844,7.200241088867188e-05,9.703636169433594e-05,0.0002751350402832031,0.0008466243743896484
135,5471,0.0002589225769042969,7.653236389160156e-05,9.918212890625e-05,0.00028777122497558594,0.0008983612060546875
136,5517,0.0002884864807128906,8.106231689453125e-05,0.00010180473327636719,0.0003190040588378906,0.0009760856628417969
137,5550,0.0002734661102294922,7.891654968261719e-05,0.00010228157043457031,0.00028514862060546875,0.0009138584136962891
138,5532,0.00024962425231933594,7.271766662597656e-05,9.72747802734375e-05,0.0002734661102294922,0.0008480548858642578
139,5482,0.0002474784851074219,7.176399230957031e-05,9.679794311523438e-05,0.00027251243591308594,0.0008914470672607422
140,5590,0.00026679039001464844,7.414817810058594e-05,9.799003601074219e-05,0.0003066062927246094,0.0009093284606933594
141,5599,0.0002651214599609375,7.653236389160156e-05,0.00010371208190917969,0.0002918243408203125,0.000946044921875
142,5548,0.00034737586975097656,8.916854858398438e-05,0.00011014938354492188,0.0002894401550292969,0.0010628700256347656
143,5587,0.0002918243408203125,8.082389831542969e-05,0.00011277198791503906,0.0002803802490234375,0.0009393692016601562
144,5549,0.0002493858337402344,7.271766662597656e-05,9.703636169433594e-05,0.0002715587615966797,0.0008416175842285156
145,5564,0.00024771690368652344,7.2479248046875e-05,9.703636169433594e-05,0.00027942657470703125,0.0008471012115478516
146,5580,0.00026988983154296875,8.463859558105469e-05,0.00010466575622558594,0.00028896331787109375,0.000989675521850586
147,5610,0.0002989768981933594,7.867813110351562e-05,0.00010228157043457031,0.0002923011779785156,0.0009503364562988281
148,5503,0.00027871131896972656,7.963180541992188e-05,0.00010609626770019531,0.00028705596923828125,0.0009329319000244141
149,5511,0.00025534629821777344,7.486343383789062e-05,9.799003601074219e-05,0.0002803802490234375,0.0008742809295654297
150,5532,0.00032711029052734375,8.916854858398438e-05,0.00012612342834472656,0.0003528594970703125,0.0011324882507324219
151,5594,0.0002970695495605469,8.106231689453125e-05,0.00011229515075683594,0.00033402442932128906,0.0010669231414794922
152,5534,0.0002751350402832031,8.20159912109375e-05,0.00010514259338378906,0.00029778480529785156,0.0009512901306152344
153,5524,0.000263214111328125,8.0108642578125e-05,9.965896606445312e-05,0.00035881996154785156,0.0010027885437011719
154,5540,0.0002644062042236328,8.606910705566406e-05,0.00011324882507324219,0.0003120899200439453,0.0009932518005371094
155,5589,0.0004830360412597656,8.416175842285156e-05,0.00010418891906738281,0.00029850006103515625,0.0012192726135253906
156,5558,0.00026035308837890625,7.510185241699219e-05,0.00010442733764648438,0.00034308433532714844,0.0009663105010986328
157,5516,0.000396728515625,0.00012302398681640625,0.00012135505676269531,0.0004143714904785156,0.0013430118560791016
158,5516,0.000308990478515625,8.702278137207031e-05,0.00010371208190917969,0.0002894401550292969,0.0009660720825195312
159,5505,0.0002551078796386719,7.390975952148438e-05,9.918212890625e-05,0.0002944469451904297,0.0009198188781738281
160,5612,0.0002512931823730469,7.200241088867188e-05,9.679794311523438e-05,0.00027179718017578125,0.0008165836334228516
161,5571,0.00024771690368652344,7.200241088867188e-05,9.441375732421875e-05,0.0002694129943847656,0.0007967948913574219
162,5584,0.0002410411834716797,7.05718994140625e-05,9.489059448242188e-05,0.0002627372741699219,0.0007834434509277344
163,5606,0.0002703666687011719,8.296966552734375e-05,0.00010776519775390625,0.00031304359436035156,0.0009653568267822266
164,5626,0.0002872943878173828,8.368492126464844e-05,0.00011134147644042969,0.0003139972686767578,0.0009806156158447266
165,5635,0.0002753734588623047,8.249282836914062e-05,0.00010657310485839844,0.0002956390380859375,0.0009150505065917969
166,5604,0.00025177001953125,7.343292236328125e-05,9.751319885253906e-05,0.0002727508544921875,0.0008141994476318359
167,5466,0.00026154518127441406,7.176399230957031e-05,9.560585021972656e-05,0.00027441978454589844,0.0008292198181152344
168,5566,0.0002598762512207031,7.534027099609375e-05,0.00010251998901367188,0.0003724098205566406,0.0009949207305908203
169,5535,0.00027942657470703125,8.20159912109375e-05,0.00010466575622558594,0.00029850006103515625,0.0009632110595703125
170,5607,0.0002658367156982422,7.724761962890625e-05,0.0001270771026611328,0.00027871131896972656,0.000885009765625
171,5540,0.0002627372741699219,7.653236389160156e-05,0.00010228157043457031,0.00028777122497558594,0.0008809566497802734
172,5603,0.00027823448181152344,8.225440979003906e-05,9.799003601074219e-05,0.0002810955047607422,0.0009024143218994141
173,5561,0.00025272369384765625,7.295608520507812e-05,9.5367431640625e-05,0.00027179718017578125,0.0008113384246826172
174,5475,0.0002613067626953125,7.128715515136719e-05,9.799003601074219e-05,0.00027680397033691406,0.0008404254913330078
175,5514,0.00025010108947753906,7.486343383789062e-05,9.703636169433594e-05,0.0002715587615966797,0.0008184909820556641
176,5541,0.00024700164794921875,7.081031799316406e-05,9.441375732421875e-05,0.000270843505859375,0.0007998943328857422
177,5575,0.0002465248107910156,7.295608520507812e-05,9.560585021972656e-05,0.00027441978454589844,0.0008244514465332031
178,5533,0.0002949237823486328,8.320808410644531e-05,0.00010323524475097656,0.00031876564025878906,0.000982046127319336
179,5536,0.0002510547637939453,7.414817810058594e-05,9.942054748535156e-05,0.00027298927307128906,0.0008702278137207031
180,5569,0.0002760887145996094,7.915496826171875e-05,0.00010275840759277344,0.0002968311309814453,0.000942230224609375
181,5588,0.00026726722717285156,7.677078247070312e-05,0.00010085105895996094,0.0003509521484375,0.0009784698486328125
182,5545,0.00026416778564453125,7.963180541992188e-05,0.00010395050048828125,0.00029587745666503906,0.0009303092956542969
183,5525,0.0004761219024658203,8.344650268554688e-05,0.00010395050048828125,0.0002956390380859375,0.0012471675872802734
184,5448,0.0002608299255371094,7.510185241699219e-05,9.775161743164062e-05,0.0003185272216796875,0.0009288787841796875
185,5523,0.0003552436828613281,0.00010180473327636719,0.00013017654418945312,0.0004210472106933594,0.0013914108276367188
186,5486,0.0004036426544189453,0.00010228157043457031,0.00012302398681640625,0.000354766845703125,0.0012476444244384766
187,5448,0.00029206275939941406,9.202957153320312e-05,0.00011038780212402344,0.000308990478515625,0.0010378360748291016
188,5530,0.0002796649932861328,8.344650268554688e-05,0.00010538101196289062,0.00029206275939941406,0.0009393692016601562
189,5479,0.0002524852752685547,7.319450378417969e-05,9.751319885253906e-05,0.0002741813659667969,0.0008511543273925781
190,5434,0.00024771690368652344,7.176399230957031e-05,9.72747802734375e-05,0.0002734661102294922,0.0008728504180908203
191,5537,0.00025773048400878906,7.367134094238281e-05,9.822845458984375e-05,0.00027489662170410156,0.0008587837219238281
192,5572,0.0002493858337402344,7.271766662597656e-05,9.72747802734375e-05,0.00027370452880859375,0.0008413791656494141
